kind	pascalName	pascalValue	language	mnemonic	context	status	javaAnalog	note
command	cmSystemSetup	10600			Commands.pas	adapter	org.dosnavigator.command.CommandId.SYSTEM_SETUP	Pascal command catalogued.
command	cmChangeColors	10601			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExtFileEdit	10602			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMenuFileEdit	10603			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExternalViewers	10604			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExternalEditors	10605			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmScreenRest	10606			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHexMode	10607			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSearchFor	10608			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmContinueSearch	10609			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmStartup	10610			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmInterfaceSetup	10611			Commands.pas	adapter	org.dosnavigator.command.CommandId.INTERFACE_SETUP	Pascal command catalogued.
command	cmSaversSetup	10612			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChScreenMode	10613			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSSortName	10801			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSSortExt	10802			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSSortSize	10803			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSSortTime	10804			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSSortUnSort	10800			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowFields	10805			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowMemo	10806			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditDBField	10807			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDeleteDBRec	10808			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDBFGoto	10809			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmInsertDBRec	10810			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUpDBRec	10811			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDownDBRec	10812			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmNewTable	10901			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeWidth	10904			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSheetLoad	10905			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeFormat	10906			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmInsertLine	10907			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDeleteLine	10908			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmInsertColumn	10909			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDeleteColumn	10910			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRecalc	10911			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFindCell	10912			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReplaceCell	10913			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSearchAgain	10914			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGotoError	10916			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmImportToFile	10917			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmImportToClip	10918			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSaveSheetAs	10919			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmToggleDescriptions	10920			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmToggleShowMode	10921			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmToggleLongNames	10922			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpenWPSWindow	10923			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCreateWPSObject	10924			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExportToCsv	10925			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExportToDbf	10926			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExportToXls	10927			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmImportFromCsv	10928			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmImportFromDbf	10929			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExtract	11000			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetPassword	11001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmArcDelete	11002			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmArcView	11003			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmArcTest	11004			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTermWrite	11005			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTermLog	11006			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTermVisible	11007			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExtractTo	11008			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFullView	11009			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmArchiveFiles	11010			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExecString	11011			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReceiveFile	11012			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSendFile	11013			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetFileName	11014			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowOutput	11015			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUnArchive	11016			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCheckArchive	11017			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmInsertFile	11018			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMarkFiles	11019			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUnMarkFiles	11020			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMarkFile	11021			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRChDrive	11022			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRViewFile	11023			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReanimateFile	11024			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmNewGame	11025			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEraseGroup	11026			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReboundPanel	11029			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCopyCollection	11030			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSendInitModem	11031			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSendModemBreak	11032			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReadArchive	11033			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRereadForced	11034			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMakeForced	11035			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFindForced	11036			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTouchFile	11037			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDoSendLocated	11038			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetUserParams	11039			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTreeChanged	11040			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCloseFormat	11041			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCloseLinked	11042			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetUserParamsWL	11043			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange1	11100			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange2	11101			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange3	11102			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange4	11103			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange5	11104			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange6	11105			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange7	11106			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange8	11107			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmQuickChange9	11108			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUpdateHexViews	11111			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmAddVariable	11205			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRenVariable	11206			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDelVariable	11207			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetup	19001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmStop	19002			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowHi	19004			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSendTerminalString	19005			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPostHideLeft	19006			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPostHideRight	19007			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDuplicateLine	19008			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeInactive	19010			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMainMenu	19011			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmAddFilter	19012			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSinglePrint	19015			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSingleTag	19017			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSingleUntag	19018			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSyncClipOut	19020			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSyncClipIn	19021			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmWindowsPaste	19022			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmWindowsCopy	19023			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReleaseFile	19024			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFastRename	19025			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetNetInfo	19026			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmViewFilter	19027			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMemInfo	100			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmScrollBack	19114			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSBBKill	19115			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSBBStore	19116			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSBBGrab	19117			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTextMode	1002			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDirMode	1003			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFATMode	1004			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixFile	1005			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixDir	1006			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixDrive	1007			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixCluster	1008			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixSector	1009			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFixBlockWrite	240			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpenFile	3001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpenWindow	3002			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeMode	3003			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFindFile	3004			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCreatePanel	3006			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCreateTree	3007			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmAbout	3008			Commands.pas	adapter	org.dosnavigator.command.CommandId.ABOUT	Pascal command catalogued.
command	cmRefresh	3009			Commands.pas	adapter	org.dosnavigator.command.CommandId.REFRESH	Pascal command catalogued.
command	cmXViewFile	3011			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowUserScreen	3012			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFormatDisk	3013			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmXEditFile	3015			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMemoryInfo	3016			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmLoadDesk	5434			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSaveDesk	5435			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRetrieveSwp	5436			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSystemDisk	3018			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReanimator	3019			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDiskEdit	3020			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetVolumeLabel	3021			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCalculator	3022			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHideShowTools	3023			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeUserMode1	3024			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChangeUserMode2	3025			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUserMenu	3026			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmLocalMenuFileEdit	3027			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetName	3028			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPhoneBook	3030			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmStoreColors	3031			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmLoadColors	3032			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHangUp	3033			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetupModem	3034			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTerminal	3035			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUndial	3036			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTotalReread	3038			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHideWindows	3040			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHistoryList	3041			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGame	3043			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmKillUsed	3044			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditorDefaults	3046			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetupArchive	3047			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUpdateConfig	3048			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPrintFile	3049			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPrintFileEd	30491			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHighlightGroups	3050			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetupMouse	3054			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetupPrinter	3055			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFilePrint	3056			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmNavyLink	3057			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditQuickRun	3060			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRestart	3061			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTagData	3062			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUntagData	3063			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmToggleTagData	3064			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmASCIITable	3066			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSystemInfo	3067			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUpdateHighlight	3068			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmForceTagData	3069			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmForceUntagData	3070			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmLoConfigArchiver	3101			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigACE	3101			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigARJ	3104			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigHA	3109			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigLHA	3114			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigRAR	3117			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigZIP	3123			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigAIN	3102			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigARC	3103			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigBS2	3105			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigBSA	3106			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigCAB	3107			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigCHZ	3108			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigHAP	3110			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigHPK	3111			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigHYP	3112			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigIS3	3113			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigLIM	3115			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigQUARK	3116			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigSQZ	3118			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigTAR	3119			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigTGZ	3120			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigUC2	3121			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigUFA	3122			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigZOO	3124			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigZXZ	3125			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfig7Z	3126			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmConfigBZ2	3127			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHiConfigArchiver	3127			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUpdateArcFile	3200			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGlobalUserMenu	3220			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditMenu	3221			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmClearData	3222			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSearchAdvance	3223			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCountrySetup	3224			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetupConfirmation	3225			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTerminalDefaults	3226			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetTeam	3227			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpenSmartpad	3236			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTetrisPreview	3237			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTetrisIncLevel	3238			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmPlayCD	3239			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEnvEdit	3240			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditHGL	3241			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmExecuteDOScmd	3244			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFMSetup	3246			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDriveInfoSetup	3247			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHideCmdLine	3248			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmChLngId	3250			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmIsRightPanel	3251			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmLookForPanels	3550			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFirstTimePanel	3551			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmReverseSearch	3552			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditHistory	3553			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmViewHistory	3554			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpenClipBoard	3555			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmShowTimeInfo	3556			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTextView	22189			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHexView	22190			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmDBFView	22191			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmWKZView	22192			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetValue	10000			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSetError	10001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCalcValue	10002			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCopyClip	10003			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetPtr1	23000			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetPtr2	23001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRFormat	24000			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmNewStrColl	24001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmGetCmpNfo	24418			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRSearchAdvance	24123			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCalendar	27000			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmTasklist	27001			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmOpen	27			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSave	28			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSaveAll	29			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmBlockRead	120			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmBlockWrite	121			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmBlockPrint	122			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFJustify	123			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFCenter	124			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFLeft	125			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmFRight	126			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmSortBlock	127			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCalcBlock	128			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmCopyBlock	129			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmMoveBlock	130			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmHideBlock	131			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmIndentBlock	135			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmUnIndentBlock	136			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmRevSortBlock	139			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmForceRescan	149			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmViewFile	150			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmEditFile	151			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmIntViewFile	153			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
command	cmIntEditFile	154			Commands.pas	prototype to replace	none; direct port pending	Pascal command catalogued.
