kind	pascalName	pascalValue	language	mnemonic	context	status	javaAnalog	note
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgCommandsHistory:2922	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgCommandsHistory:2923	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	G	ENGLISH:DIALOG:dlgDirectoryHistory:2929	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgDirectoryHistory:2930	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgDirectoryHistory:2931	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgEditHistory:2937	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgEditHistory:2938	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgEditHistory:2939	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgViewHistory:2945	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgViewHistory:2946	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgViewHistory:2947	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	P	ENGLISH:DIALOG:dlgSetupArc:2954	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	U	ENGLISH:DIALOG:dlgSetupArc:2956	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgSetupArc:2958	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	x	ENGLISH:DIALOG:dlgSetupArc:2960	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgSetupArc:2962	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	M	ENGLISH:DIALOG:dlgSetupArc:2964	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgSetupArc:2966	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgSetupArc:2968	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	c	ENGLISH:DIALOG:dlgSetupArc:2970	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	I	ENGLISH:DIALOG:dlgSetupArc:2972	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	l	ENGLISH:DIALOG:dlgSetupArc:2974	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	w	ENGLISH:DIALOG:dlgSetupArc:2976	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	v	ENGLISH:DIALOG:dlgSetupArc:2978	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	n	ENGLISH:DIALOG:dlgSetupArc:2980	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	o	ENGLISH:DIALOG:dlgSetupArc:2982	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	r	ENGLISH:DIALOG:dlgSetupArc:2989	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgSetupArc:2993	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	N	ENGLISH:DIALOG:dlgSetupArc:2995	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	G	ENGLISH:DIALOG:dlgSetupArc:2997	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	M	ENGLISH:DIALOG:dlgSetupArc:2999	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	s	ENGLISH:DIALOG:dlgSetupArc:3002	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	f	ENGLISH:DIALOG:dlgSetupArc:3022	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgSetupArc:3025	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgSetupArc:3027	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgSelect:3033	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgSelect:3035	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgSelect:3037	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgUnselect:3044	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgUnselect:3046	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgUnselect:3048	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	d	ENGLISH:DIALOG:dlgUUDecode:3055	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	C	ENGLISH:DIALOG:dlgUUDecode:3057	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	e	ENGLISH:DIALOG:dlgUUDecode:3058	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgUUDecode:3059	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgUUDecode:3061	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgUUDecode:3063	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgUUDecode:3064	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgUUEncode:3071	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgUUEncode:3073	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	m	ENGLISH:DIALOG:dlgUUEncode:3074	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	a	ENGLISH:DIALOG:dlgUUEncode:3075	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	P	ENGLISH:DIALOG:dlgUUEncode:3077	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	N	ENGLISH:DIALOG:dlgUUEncode:3079	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	i	ENGLISH:DIALOG:dlgUUEncode:3080	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	s	ENGLISH:DIALOG:dlgUUEncode:3081	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	h	ENGLISH:DIALOG:dlgUUEncode:3082	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	6	ENGLISH:DIALOG:dlgUUEncode:3083	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	C	ENGLISH:DIALOG:dlgUUEncode:3085	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	L	ENGLISH:DIALOG:dlgUUEncode:3087	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgUUEncode:3090	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	U	ENGLISH:DIALOG:dlgUUEncode:3091	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgUUEncode:3094	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgUUEncode:3096	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgUUEncode:3098	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgUUEncode:3099	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	R	ENGLISH:DIALOG:dlgPhoneBook:3104	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	r	ENGLISH:DIALOG:dlgPhoneBook:3105	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgPhoneBook:3106	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgPhoneBook:3107	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgPhoneBook:3108	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	l	ENGLISH:DIALOG:dlgPhoneBook:3109	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	o	ENGLISH:DIALOG:dlgPhoneBook:3110	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgPhoneBook:3111	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	I	ENGLISH:DIALOG:dlgPhoneBook:3112	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgPhoneBook:3113	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	P	ENGLISH:DIALOG:dlgManualDial:3121	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgManualDial:3122	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgManualDial:3124	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	p	ENGLISH:DIALOG:dlgCalculator:3130	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgCalculator:3132	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgCalculator:3133	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	B	ENGLISH:DIALOG:dlgCalculator:3134	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgCalculator:3135	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgCalculator:3136	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgCalculator:3137	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgCalculator:3139	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgCalculator:3140	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	C	ENGLISH:DIALOG:dlgCalculator:3141	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	r	ENGLISH:DIALOG:dlgCalculator:3142	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgCalculator:3144	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgCalcFormat:3149	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgCalcFormat:3152	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	B	ENGLISH:DIALOG:dlgCalcFormat:3155	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgCalcFormat:3158	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgCalcFormat:3161	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgCalcFormat:3164	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	К	ENGLISH:DIALOG:dlgCalcFormat:3166	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgWindowManager:3172	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	l	ENGLISH:DIALOG:dlgWindowManager:3173	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgWindowManager:3175	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	L	ENGLISH:DIALOG:dlgVolumeLabel:3181	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgVolumeLabel:3182	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgEditEnvironment:3190	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgEditEnvironment:3191	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	R	ENGLISH:DIALOG:dlgEditEnvironment:3192	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgEditEnvironment:3193	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgEditEnvironment:3194	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgEditEnvironment:3196	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgTetrisWinner:3203	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgTetrisWinner:3205	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	d	ENGLISH:DIALOG:dlgSplitFile:3211	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	B	ENGLISH:DIALOG:dlgSplitFile:3213	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	V	ENGLISH:DIALOG:dlgSplitFile:3214	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgSplitFile:3215	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	i	ENGLISH:DIALOG:dlgSplitFile:3218	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgSplitFile:3223	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgSplitFile:3225	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgSplitFile:3226	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	d	ENGLISH:DIALOG:dlgCombineFile:3232	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgCombineFile:3233	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgCombineFile:3235	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgCombineFile:3236	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgNextSection:3243	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgNextSection:3245	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgNextSection:3246	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgPentixTop10:3251	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgTetrisTop10:3257	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	a	ENGLISH:DIALOG:dlgOverwriteQuery:3264	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgOverwriteQuery:3266	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	p	ENGLISH:DIALOG:dlgOverwriteQuery:3267	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgOverwriteQuery:3268	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	R	ENGLISH:DIALOG:dlgOverwriteQuery:3269	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgOverwriteQuery:3270	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgAppendQuery:3290	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgAppendQuery:3291	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgAdvancedFilter:3298	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	x	ENGLISH:DIALOG:dlgAdvancedFilter:3301	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgAdvancedFilter:3302	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgAdvancedFilter:3303	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgAdvancedFilter:3305	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	o	ENGLISH:DIALOG:dlgAdvancedFilter:3306	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgViewerFind:3312	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgViewerFind:3314	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	C	ENGLISH:DIALOG:dlgViewerFind:3317	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	W	ENGLISH:DIALOG:dlgViewerFind:3318	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgViewerFind:3319	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	R	ENGLISH:DIALOG:dlgViewerFind:3321	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgViewerFind:3327	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	B	ENGLISH:DIALOG:dlgViewerFind:3328	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	O	ENGLISH:DIALOG:dlgViewerFind:3332	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgViewerFind:3334	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	N	ENGLISH:DIALOG:dlgPanelSortSetup:3340	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	x	ENGLISH:DIALOG:dlgPanelSortSetup:3341	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgPanelSortSetup:3342	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgPanelSortSetup:3343	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	C	ENGLISH:DIALOG:dlgPanelSortSetup:3344	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	a	ENGLISH:DIALOG:dlgPanelSortSetup:3345	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgPanelSortSetup:3346	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	U	ENGLISH:DIALOG:dlgPanelSortSetup:3347	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	p	ENGLISH:DIALOG:dlgPanelSortSetup:3351	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	g	ENGLISH:DIALOG:dlgPanelSortSetup:3352	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	v	ENGLISH:DIALOG:dlgPanelSortSetup:3353	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	i	ENGLISH:DIALOG:dlgPanelSortSetup:3354	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	1	ENGLISH:DIALOG:dlgPanelSortSetup:3365	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	2	ENGLISH:DIALOG:dlgPanelSortSetup:3373	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	3	ENGLISH:DIALOG:dlgPanelSortSetup:3381	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	4	ENGLISH:DIALOG:dlgPanelSortSetup:3389	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	o	ENGLISH:DIALOG:dlgPanelSortSetup:3396	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgPanelSortSetup:3397	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgPanelSortSetup:3399	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	h	ENGLISH:DIALOG:dlgFMSetup:3406	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	-	ENGLISH:DIALOG:dlgFMSetup:3407	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	-	ENGLISH:DIALOG:dlgFMSetup:3407	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	B	ENGLISH:DIALOG:dlgFMSetup:3408	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	E	ENGLISH:DIALOG:dlgFMSetup:3409	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgFMSetup:3410	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgFMSetup:3411	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	/	ENGLISH:DIALOG:dlgFMSetup:3412	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	A	ENGLISH:DIALOG:dlgFMSetup:3413	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgFMSetup:3414	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	Q	ENGLISH:DIALOG:dlgFMSetup:3432	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	l	ENGLISH:DIALOG:dlgFMSetup:3445	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	h	ENGLISH:DIALOG:dlgFMSetup:3447	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	g	ENGLISH:DIALOG:dlgFMSetup:3478	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgFMSetup:3481	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	w	ENGLISH:DIALOG:dlgFMSetup:3485	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	K	ENGLISH:DIALOG:dlgFMSetup:3511	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	H	ENGLISH:DIALOG:dlgFMSetup:3513	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	D	ENGLISH:DIALOG:dlgDriveInfoSetup:3519	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	T	ENGLISH:DIALOG:dlgDriveInfoSetup:3520	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	S	ENGLISH:DIALOG:dlgDriveInfoSetup:3521	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	F	ENGLISH:DIALOG:dlgDriveInfoSetup:3522	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	L	ENGLISH:DIALOG:dlgDriveInfoSetup:3523	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	u	ENGLISH:DIALOG:dlgDriveInfoSetup:3525	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	y	ENGLISH:DIALOG:dlgDriveInfoSetup:3526	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
mnemonic			ENGLISH	P	ENGLISH:DIALOG:dlgDriveInfoSetup:3528	prototype to replace	none; resource binding pending	Language-specific resource mnemonic.
